ds,country,store,product,y,unique_id
2017-01-03,Japan,Kaggle Store,Using LLMs to Write Better,150.0,Japan_Kaggle Store_Using LLMs to Write Better
2017-01-03,Japan,Kagglazon,Using LLMs to Improve Your Coding,673.0,Japan_Kagglazon_Using LLMs to Improve Your Coding
2017-01-03,Japan,Kagglazon,Using LLMs to Train More LLMs,631.0,Japan_Kagglazon_Using LLMs to Train More LLMs
2017-01-03,Japan,Kagglazon,Using LLMs to Win Friends and Influence People,115.0,Japan_Kagglazon_Using LLMs to Win Friends and Influence People
2017-01-03,Japan,Kagglazon,Using LLMs to Win More Kaggle Competitions,640.0,Japan_Kagglazon_Using LLMs to Win More Kaggle Competitions
2017-01-03,Japan,Kagglazon,Using LLMs to Write Better,494.0,Japan_Kagglazon_Using LLMs to Write Better
2017-01-03,Spain,Kaggle Learn,Using LLMs to Improve Your Coding,85.0,Spain_Kaggle Learn_Using LLMs to Improve Your Coding
2017-01-03,Spain,Kaggle Learn,Using LLMs to Train More LLMs,90.0,Spain_Kaggle Learn_Using LLMs to Train More LLMs
2017-01-03,Spain,Kaggle Learn,Using LLMs to Win Friends and Influence People,14.0,Spain_Kaggle Learn_Using LLMs to Win Friends and Influence People
2017-01-03,Spain,Kaggle Learn,Using LLMs to Win More Kaggle Competitions,80.0,Spain_Kaggle Learn_Using LLMs to Win More Kaggle Competitions
2017-01-03,Spain,Kaggle Learn,Using LLMs to Write Better,60.0,Spain_Kaggle Learn_Using LLMs to Write Better
2017-01-03,Spain,Kaggle Store,Using LLMs to Improve Your Coding,161.0,Spain_Kaggle Store_Using LLMs to Improve Your Coding
2017-01-03,Spain,Kaggle Store,Using LLMs to Train More LLMs,133.0,Spain_Kaggle Store_Using LLMs to Train More LLMs
2017-01-03,Spain,Kaggle Store,Using LLMs to Win Friends and Influence People,20.0,Spain_Kaggle Store_Using LLMs to Win Friends and Influence People
2017-01-03,Spain,Kaggle Store,Using LLMs to Win More Kaggle Competitions,118.0,Spain_Kaggle Store_Using LLMs to Win More Kaggle Competitions
2017-01-03,Spain,Kaggle Store,Using LLMs to Write Better,106.0,Spain_Kaggle Store_Using LLMs to Write Better
2017-01-03,Spain,Kagglazon,Using LLMs to Improve Your Coding,499.0,Spain_Kagglazon_Using LLMs to Improve Your Coding
2017-01-03,Spain,Kagglazon,Using LLMs to Train More LLMs,489.0,Spain_Kagglazon_Using LLMs to Train More LLMs
2017-01-03,Spain,Kagglazon,Using LLMs to Win Friends and Influence People,80.0,Spain_Kagglazon_Using LLMs to Win Friends and Influence People
2017-01-03,Spain,Kagglazon,Using LLMs to Win More Kaggle Competitions,509.0,Spain_Kagglazon_Using LLMs to Win More Kaggle Competitions
2017-01-03,Spain,Kagglazon,Using LLMs to Write Better,372.0,Spain_Kagglazon_Using LLMs to Write Better
2017-01-04,Argentina,Kaggle Learn,Using LLMs to Improve Your Coding,44.0,Argentina_Kaggle Learn_Using LLMs to Improve Your Coding
2017-01-04,Argentina,Kaggle Learn,Using LLMs to Train More LLMs,42.0,Argentina_Kaggle Learn_Using LLMs to Train More LLMs
2017-01-04,Argentina,Kaggle Learn,Using LLMs to Win Friends and Influence People,7.0,Argentina_Kaggle Learn_Using LLMs to Win Friends and Influence People
2017-01-04,Argentina,Kaggle Learn,Using LLMs to Win More Kaggle Competitions,40.0,Argentina_Kaggle Learn_Using LLMs to Win More Kaggle Competitions
2017-01-04,Argentina,Kaggle Learn,Using LLMs to Write Better,32.0,Argentina_Kaggle Learn_Using LLMs to Write Better
2017-01-04,Argentina,Kaggle Store,Using LLMs to Improve Your Coding,72.0,Argentina_Kaggle Store_Using LLMs to Improve Your Coding
2017-01-04,Argentina,Kaggle Store,Using LLMs to Train More LLMs,66.0,Argentina_Kaggle Store_Using LLMs to Train More LLMs
2017-01-04,Argentina,Kaggle Store,Using LLMs to Win Friends and Influence People,10.0,Argentina_Kaggle Store_Using LLMs to Win Friends and Influence People
2017-01-04,Argentina,Kaggle Store,Using LLMs to Win More Kaggle Competitions,64.0,Argentina_Kaggle Store_Using LLMs to Win More Kaggle Competitions
2017-01-04,Argentina,Kaggle Store,Using LLMs to Write Better,49.0,Argentina_Kaggle Store_Using LLMs to Write Better
2017-01-04,Argentina,Kagglazon,Using LLMs to Improve Your Coding,236.0,Argentina_Kagglazon_Using LLMs to Improve Your Coding
2017-01-04,Argentina,Kagglazon,Using LLMs to Train More LLMs,243.0,Argentina_Kagglazon_Using LLMs to Train More LLMs
2017-01-04,Argentina,Kagglazon,Using LLMs to Win Friends and Influence People,34.0,Argentina_Kagglazon_Using LLMs to Win Friends and Influence People
2017-01-04,Argentina,Kagglazon,Using LLMs to Win More Kaggle Competitions,224.0,Argentina_Kagglazon_Using LLMs to Win More Kaggle Competitions
2017-01-04,Argentina,Kagglazon,Using LLMs to Write Better,194.0,Argentina_Kagglazon_Using LLMs to Write Better
2017-01-04,Canada,Kaggle Learn,Using LLMs to Improve Your Coding,158.0,Canada_Kaggle Learn_Using LLMs to Improve Your Coding
2017-01-04,Canada,Kaggle Learn,Using LLMs to Train More LLMs,169.0,Canada_Kaggle Learn_Using LLMs to Train More LLMs
2017-01-04,Canada,Kaggle Learn,Using LLMs to Win Friends and Influence People,24.0,Canada_Kaggle Learn_Using LLMs to Win Friends and Influence People
2017-01-04,Canada,Kaggle Learn,Using LLMs to Win More Kaggle Competitions,137.0,Canada_Kaggle Learn_Using LLMs to Win More Kaggle Competitions
2017-01-04,Canada,Kaggle Learn,Using LLMs to Write Better,113.0,Canada_Kaggle Learn_Using LLMs to Write Better
2017-01-04,Canada,Kaggle Store,Using LLMs to Improve Your Coding,236.0,Canada_Kaggle Store_Using LLMs to Improve Your Coding
2017-01-04,Canada,Kaggle Store,Using LLMs to Train More LLMs,244.0,Canada_Kaggle Store_Using LLMs to Train More LLMs
2017-01-04,Canada,Kaggle Store,Using LLMs to Win Friends and Influence People,40.0,Canada_Kaggle Store_Using LLMs to Win Friends and Influence People
2017-01-04,Canada,Kaggle Store,Using LLMs to Win More Kaggle Competitions,224.0,Canada_Kaggle Store_Using LLMs to Win More Kaggle Competitions
2017-01-04,Canada,Kaggle Store,Using LLMs to Write Better,179.0,Canada_Kaggle Store_Using LLMs to Write Better
2017-01-04,Canada,Kagglazon,Using LLMs to Improve Your Coding,799.0,Canada_Kagglazon_Using LLMs to Improve Your Coding
2017-01-04,Canada,Kagglazon,Using LLMs to Train More LLMs,895.0,Canada_Kagglazon_Using LLMs to Train More LLMs
2017-01-04,Canada,Kagglazon,Using LLMs to Win Friends and Influence People,122.0,Canada_Kagglazon_Using LLMs to Win Friends and Influence People
2017-01-04,Canada,Kagglazon,Using LLMs to Win More Kaggle Competitions,751.0,Canada_Kagglazon_Using LLMs to Win More Kaggle Competitions
2017-01-04,Canada,Kagglazon,Using LLMs to Write Better,619.0,Canada_Kagglazon_Using LLMs to Write Better
2017-01-04,Estonia,Kaggle Learn,Using LLMs to Improve Your Coding,64.0,Estonia_Kaggle Learn_Using LLMs to Improve Your Coding
2017-01-04,Estonia,Kaggle Learn,Using LLMs to Train More LLMs,61.0,Estonia_Kaggle Learn_Using LLMs to Train More LLMs
2017-01-04,Estonia,Kaggle Learn,Using LLMs to Win Friends and Influence People,9.0,Estonia_Kaggle Learn_Using LLMs to Win Friends and Influence People
2017-01-04,Estonia,Kaggle Learn,Using LLMs to Win More Kaggle Competitions,58.0,Estonia_Kaggle Learn_Using LLMs to Win More Kaggle Competitions
2017-01-04,Estonia,Kaggle Learn,Using LLMs to Write Better,49.0,Estonia_Kaggle Learn_Using LLMs to Write Better
2017-01-04,Estonia,Kaggle Store,Using LLMs to Improve Your Coding,93.0,Estonia_Kaggle Store_Using LLMs to Improve Your Coding
2017-01-04,Estonia,Kaggle Store,Using LLMs to Train More LLMs,99.0,Estonia_Kaggle Store_Using LLMs to Train More LLMs
2017-01-04,Estonia,Kaggle Store,Using LLMs to Win Friends and Influence People,15.0,Estonia_Kaggle Store_Using LLMs to Win Friends and Influence People
2017-01-04,Estonia,Kaggle Store,Using LLMs to Win More Kaggle Competitions,94.0,Estonia_Kaggle Store_Using LLMs to Win More Kaggle Competitions
2017-01-04,Estonia,Kaggle Store,Using LLMs to Write Better,75.0,Estonia_Kaggle Store_Using LLMs to Write Better
2017-01-04,Estonia,Kagglazon,Using LLMs to Improve Your Coding,376.0,Estonia_Kagglazon_Using LLMs to Improve Your Coding
2017-01-04,Estonia,Kagglazon,Using LLMs to Train More LLMs,369.0,Estonia_Kagglazon_Using LLMs to Train More LLMs
2017-01-04,Estonia,Kagglazon,Using LLMs to Win Friends and Influence People,57.0,Estonia_Kagglazon_Using LLMs to Win Friends and Influence People
2017-01-04,Estonia,Kagglazon,Using LLMs to Win More Kaggle Competitions,315.0,Estonia_Kagglazon_Using LLMs to Win More Kaggle Competitions
2017-01-04,Estonia,Kagglazon,Using LLMs to Write Better,251.0,Estonia_Kagglazon_Using LLMs to Write Better
2017-01-04,Japan,Kaggle Learn,Using LLMs to Improve Your Coding,124.0,Japan_Kaggle Learn_Using LLMs to Improve Your Coding
2017-01-04,Japan,Kaggle Learn,Using LLMs to Train More LLMs,122.0,Japan_Kaggle Learn_Using LLMs to Train More LLMs
2017-01-04,Japan,Kaggle Learn,Using LLMs to Win Friends and Influence People,18.0,Japan_Kaggle Learn_Using LLMs to Win Friends and Influence People
2017-01-04,Japan,Kaggle Learn,Using LLMs to Win More Kaggle Competitions,108.0,Japan_Kaggle Learn_Using LLMs to Win More Kaggle Competitions
2017-01-04,Japan,Kaggle Learn,Using LLMs to Write Better,97.0,Japan_Kaggle Learn_Using LLMs to Write Better
2017-01-04,Japan,Kaggle Store,Using LLMs to Improve Your Coding,176.0,Japan_Kaggle Store_Using LLMs to Improve Your Coding
2017-01-04,Japan,Kaggle Store,Using LLMs to Train More LLMs,186.0,Japan_Kaggle Store_Using LLMs to Train More LLMs
2017-01-04,Japan,Kaggle Store,Using LLMs to Win Friends and Influence People,29.0,Japan_Kaggle Store_Using LLMs to Win Friends and Influence People
2017-01-04,Japan,Kaggle Store,Using LLMs to Win More Kaggle Competitions,159.0,Japan_Kaggle Store_Using LLMs to Win More Kaggle Competitions
2017-01-04,Japan,Kaggle Store,Using LLMs to Write Better,141.0,Japan_Kaggle Store_Using LLMs to Write Better
2017-01-04,Japan,Kagglazon,Using LLMs to Improve Your Coding,719.0,Japan_Kagglazon_Using LLMs to Improve Your Coding
2017-01-04,Japan,Kagglazon,Using LLMs to Train More LLMs,688.0,Japan_Kagglazon_Using LLMs to Train More LLMs
2017-01-04,Japan,Kagglazon,Using LLMs to Win Friends and Influence People,93.0,Japan_Kagglazon_Using LLMs to Win Friends and Influence People
2017-01-04,Japan,Kagglazon,Using LLMs to Win More Kaggle Competitions,635.0,Japan_Kagglazon_Using LLMs to Win More Kaggle Competitions
2017-01-04,Japan,Kagglazon,Using LLMs to Write Better,489.0,Japan_Kagglazon_Using LLMs to Write Better
2017-01-04,Spain,Kaggle Learn,Using LLMs to Improve Your Coding,79.0,Spain_Kaggle Learn_Using LLMs to Improve Your Coding
2017-01-04,Spain,Kaggle Learn,Using LLMs to Train More LLMs,76.0,Spain_Kaggle Learn_Using LLMs to Train More LLMs
2017-01-04,Spain,Kaggle Learn,Using LLMs to Win Friends and Influence People,13.0,Spain_Kaggle Learn_Using LLMs to Win Friends and Influence People
2017-01-04,Spain,Kaggle Learn,Using LLMs to Win More Kaggle Competitions,69.0,Spain_Kaggle Learn_Using LLMs to Win More Kaggle Competitions
2017-01-04,Spain,Kaggle Learn,Using LLMs to Write Better,69.0,Spain_Kaggle Learn_Using LLMs to Write Better
2017-01-04,Spain,Kaggle Store,Using LLMs to Improve Your Coding,128.0,Spain_Kaggle Store_Using LLMs to Improve Your Coding
2017-01-04,Spain,Kaggle Store,Using LLMs to Train More LLMs,121.0,Spain_Kaggle Store_Using LLMs to Train More LLMs
2017-01-04,Spain,Kaggle Store,Using LLMs to Win Friends and Influence People,19.0,Spain_Kaggle Store_Using LLMs to Win Friends and Influence People
2017-01-04,Spain,Kaggle Store,Using LLMs to Win More Kaggle Competitions,126.0,Spain_Kaggle Store_Using LLMs to Win More Kaggle Competitions
2017-01-04,Spain,Kaggle Store,Using LLMs to Write Better,99.0,Spain_Kaggle Store_Using LLMs to Write Better
2017-01-04,Spain,Kagglazon,Using LLMs to Improve Your Coding,524.0,Spain_Kagglazon_Using LLMs to Improve Your Coding
2017-01-04,Spain,Kagglazon,Using LLMs to Train More LLMs,485.0,Spain_Kagglazon_Using LLMs to Train More LLMs
2017-01-04,Spain,Kagglazon,Using LLMs to Win Friends and Influence People,70.0,Spain_Kagglazon_Using LLMs to Win Friends and Influence People
2017-01-04,Spain,Kagglazon,Using LLMs to Win More Kaggle Competitions,435.0,Spain_Kagglazon_Using LLMs to Win More Kaggle Competitions
2017-01-04,Spain,Kagglazon,Using LLMs to Write Better,367.0,Spain_Kagglazon_Using LLMs to Write Better
2017-01-05,Argentina,Kaggle Learn,Using LLMs to Improve Your Coding,40.0,Argentina_Kaggle Learn_Using LLMs to Improve Your Coding
2017-01-05,Argentina,Kaggle Learn,Using LLMs to Train More LLMs,46.0,Argentina_Kaggle Learn_Using LLMs to Train More LLMs
2017-01-05,Argentina,Kaggle Learn,Using LLMs to Win Friends and Influence People,6.0,Argentina_Kaggle Learn_Using LLMs to Win Friends and Influence People
2017-01-05,Argentina,Kaggle Learn,Using LLMs to Win More Kaggle Competitions,39.0,Argentina_Kaggle Learn_Using LLMs to Win More Kaggle Competitions
2017-01-05,Argentina,Kaggle Learn,Using LLMs to Write Better,32.0,Argentina_Kaggle Learn_Using LLMs to Write Better
2017-01-05,Argentina,Kaggle Store,Using LLMs to Improve Your Coding,66.0,Argentina_Kaggle Store_Using LLMs to Improve Your Coding
2017-01-05,Argentina,Kaggle Store,Using LLMs to Train More LLMs,61.0,Argentina_Kaggle Store_Using LLMs to Train More LLMs
2017-01-05,Argentina,Kaggle Store,Using LLMs to Win Friends and Influence People,10.0,Argentina_Kaggle Store_Using LLMs to Win Friends and Influence People
2017-01-05,Argentina,Kaggle Store,Using LLMs to Win More Kaggle Competitions,64.0,Argentina_Kaggle Store_Using LLMs to Win More Kaggle Competitions
2017-01-05,Argentina,Kaggle Store,Using LLMs to Write Better,50.0,Argentina_Kaggle Store_Using LLMs to Write Better
2017-01-05,Argentina,Kagglazon,Using LLMs to Improve Your Coding,247.0,Argentina_Kagglazon_Using LLMs to Improve Your Coding
2017-01-05,Argentina,Kagglazon,Using LLMs to Train More LLMs,231.0,Argentina_Kagglazon_Using LLMs to Train More LLMs
2017-01-05,Argentina,Kagglazon,Using LLMs to Win Friends and Influence People,38.0,Argentina_Kagglazon_Using LLMs to Win Friends and Influence People
2017-01-05,Argentina,Kagglazon,Using LLMs to Win More Kaggle Competitions,207.0,Argentina_Kagglazon_Using LLMs to Win More Kaggle Competitions
2017-01-05,Argentina,Kagglazon,Using LLMs to Write Better,179.0,Argentina_Kagglazon_Using LLMs to Write Better
2017-01-05,Canada,Kaggle Learn,Using LLMs to Improve Your Coding,140.0,Canada_Kaggle Learn_Using LLMs to Improve Your Coding
2017-01-05,Canada,Kaggle Learn,Using LLMs to Train More LLMs,139.0,Canada_Kaggle Learn_Using LLMs to Train More LLMs
2017-01-05,Canada,Kaggle Learn,Using LLMs to Win Friends and Influence People,24.0,Canada_Kaggle Learn_Using LLMs to Win Friends and Influence People
2017-01-05,Canada,Kaggle Learn,Using LLMs to Win More Kaggle Competitions,138.0,Canada_Kaggle Learn_Using LLMs to Win More Kaggle Competitions
2017-01-05,Canada,Kaggle Learn,Using LLMs to Write Better,117.0,Canada_Kaggle Learn_Using LLMs to Write Better
2017-01-05,Canada,Kaggle Store,Using LLMs to Improve Your Coding,239.0,Canada_Kaggle Store_Using LLMs to Improve Your Coding
2017-01-05,Canada,Kaggle Store,Using LLMs to Train More LLMs,253.0,Canada_Kaggle Store_Using LLMs to Train More LLMs
2017-01-05,Canada,Kaggle Store,Using LLMs to Win Friends and Influence People,35.0,Canada_Kaggle Store_Using LLMs to Win Friends and Influence People
2017-01-05,Canada,Kaggle Store,Using LLMs to Win More Kaggle Competitions,214.0,Canada_Kaggle Store_Using LLMs to Win More Kaggle Competitions
2017-01-05,Canada,Kaggle Store,Using LLMs to Write Better,185.0,Canada_Kaggle Store_Using LLMs to Write Better
2017-01-05,Canada,Kagglazon,Using LLMs to Improve Your Coding,837.0,Canada_Kagglazon_Using LLMs to Improve Your Coding
2017-01-05,Canada,Kagglazon,Using LLMs to Train More LLMs,817.0,Canada_Kagglazon_Using LLMs to Train More LLMs
2017-01-05,Canada,Kagglazon,Using LLMs to Win Friends and Influence People,134.0,Canada_Kagglazon_Using LLMs to Win Friends and Influence People
2017-01-05,Canada,Kagglazon,Using LLMs to Win More Kaggle Competitions,762.0,Canada_Kagglazon_Using LLMs to Win More Kaggle Competitions
2017-01-05,Canada,Kagglazon,Using LLMs to Write Better,595.0,Canada_Kagglazon_Using LLMs to Write Better
2017-01-05,Estonia,Kaggle Learn,Using LLMs to Improve Your Coding,60.0,Estonia_Kaggle Learn_Using LLMs to Improve Your Coding
2017-01-05,Estonia,Kaggle Learn,Using LLMs to Train More LLMs,62.0,Estonia_Kaggle Learn_Using LLMs to Train More LLMs
2017-01-05,Estonia,Kaggle Learn,Using LLMs to Win Friends and Influence People,9.0,Estonia_Kaggle Learn_Using LLMs to Win Friends and Influence People
2017-01-05,Estonia,Kaggle Learn,Using LLMs to Win More Kaggle Competitions,54.0,Estonia_Kaggle Learn_Using LLMs to Win More Kaggle Competitions
2017-01-05,Estonia,Kaggle Learn,Using LLMs to Write Better,45.0,Estonia_Kaggle Learn_Using LLMs to Write Better
2017-01-05,Estonia,Kaggle Store,Using LLMs to Improve Your Coding,97.0,Estonia_Kaggle Store_Using LLMs to Improve Your Coding
2017-01-05,Estonia,Kaggle Store,Using LLMs to Train More LLMs,90.0,Estonia_Kaggle Store_Using LLMs to Train More LLMs
2017-01-05,Estonia,Kaggle Store,Using LLMs to Win Friends and Influence People,13.0,Estonia_Kaggle Store_Using LLMs to Win Friends and Influence People
2017-01-05,Estonia,Kaggle Store,Using LLMs to Win More Kaggle Competitions,80.0,Estonia_Kaggle Store_Using LLMs to Win More Kaggle Competitions
2017-01-05,Estonia,Kaggle Store,Using LLMs to Write Better,78.0,Estonia_Kaggle Store_Using LLMs to Write Better
2017-01-05,Estonia,Kagglazon,Using LLMs to Improve Your Coding,360.0,Estonia_Kagglazon_Using LLMs to Improve Your Coding
2017-01-05,Estonia,Kagglazon,Using LLMs to Train More LLMs,342.0,Estonia_Kagglazon_Using LLMs to Train More LLMs
2017-01-05,Estonia,Kagglazon,Using LLMs to Win Friends and Influence People,52.0,Estonia_Kagglazon_Using LLMs to Win Friends and Influence People
2017-01-05,Estonia,Kagglazon,Using LLMs to Win More Kaggle Competitions,324.0,Estonia_Kagglazon_Using LLMs to Win More Kaggle Competitions
2017-01-05,Estonia,Kagglazon,Using LLMs to Write Better,254.0,Estonia_Kagglazon_Using LLMs to Write Better
2017-01-05,Japan,Kaggle Learn,Using LLMs to Improve Your Coding,116.0,Japan_Kaggle Learn_Using LLMs to Improve Your Coding
2017-01-05,Japan,Kaggle Learn,Using LLMs to Train More LLMs,113.0,Japan_Kaggle Learn_Using LLMs to Train More LLMs
2017-01-05,Japan,Kaggle Learn,Using LLMs to Win Friends and Influence People,17.0,Japan_Kaggle Learn_Using LLMs to Win Friends and Influence People
2017-01-05,Japan,Kaggle Learn,Using LLMs to Win More Kaggle Competitions,104.0,Japan_Kaggle Learn_Using LLMs to Win More Kaggle Competitions
2017-01-05,Japan,Kaggle Learn,Using LLMs to Write Better,90.0,Japan_Kaggle Learn_Using LLMs to Write Better
2017-01-05,Japan,Kaggle Store,Using LLMs to Improve Your Coding,160.0,Japan_Kaggle Store_Using LLMs to Improve Your Coding
2017-01-05,Japan,Kaggle Store,Using LLMs to Train More LLMs,186.0,Japan_Kaggle Store_Using LLMs to Train More LLMs
